spa,quz
"hechos diez: treinta y cuatro, treinta y cinco dice: “dios no es parcial, sino que, en toda nación, el que le teme y obra justicia le es acepto ”.","hechos chunka: kimsa chunka tawayug, kimsa chunka phichqa.niyuq texton nin: “diosqa manan mayqen runatapas rikch’ayninta qhawaspachu akllan, aswanpas may suyupipas payta yupaychaspa chanin kayta ruwaqtaqa chaskinmi ”, nispa."
así que no hay razón para pensar que haya razas superiores a otras.,chaypi nisqanman hinaqa manan aswan allin razakunaqa kanchu.
"cristo le pidió a su padre que sus discípulos fueran “perfeccionados en uno ”, es decir, que no hubiera divisiones ni discriminación entre ellos.","jesusmi taytanta nirqan qatikuqninkuna ‘ hukllapuni kanankupaq ’, chaywanmi nisharqan hukkunata mana pisichaspa huk nisqalla kanankupaq."
cuando se pierde a un ser querido,munakusqanchis runa wañupuqtin
"al ver las graves tensiones raciales, mucha gente se pregunta si realmente habremos avanzado en la lucha contra el racismo.","askha runakunan huk nacionniyoq runakunata cheqnikunku, chayrayku askha runakuna ninku chayta chinkachinapaq kallpachakusqanchisqa yanqa kasqanta."
algunos creen que jamás la podremos ganar.,wakinqa ninkun “manan hayk’aqpas chayqa chinkanqachu ” nispa.
jehová no tolerará el racismo indefinidamente.,jehová diosqa manan chaykunataqa hinallatachu qhawanqa.
"al contrario, bajo su reino, los hombres y las mujeres “de todas las naciones y tribus y pueblos y lenguas ” le servirán unidos y demostrarán que se aman unos a otros.","aswanpas gobiernon kamachimuqtinqa, “llapa suyukunamanta, ayllukunamanta, llaqtakunamanta, tukuy rimaykunamantawan ” kaq runakunan huk nisqalla payta servinqaku, munanakusqankutapas rikuchinqaku."
"sin embargo, confiar en dios y orarle de continuo resulta especialmente eficaz.",ichaqa jehová diospi hap’ipakuymi sapa kuti paymanta mañakuymi aswan allinqa.
¿casualidad o diseño?,¿kikillanmantachu paqarimurqan?
las alas de las mariposas son tan frágiles que bastan unas motas de polvo o gotas de rocío en su superficie para dificultar el vuelo.,"pillpintoq raphrankunaqa nishu llaphsan (liphl, ima nishu huch’uy q’opachapas otaq pisi sullallapas raphranpi kaqtinqa manan faciltachu phalayta atinman."
"sin embargo, siempre se mantienen secas y limpias.",ichaqa raphrankunaqa ch’akillan limpiollan kanku.
¿cuál es el secreto?,¿imarayku?
las alas de la mariposa están recubiertas de diminutas escamas superpuestas,pillpintoq raphrankunapiqa wasiq tejankuna hinan qhasqakuna churasqa kashan ¿imaraykun ch’akilla limpiolla kanku?
"piense en lo siguiente: un grupo de investigadores de la universidad estatal de ohio descubrió que las alas de la mariposa morfo azul (morpho didiu, que son lisas a simple vista, están recubiertas de diminutas escamas superpuestas como las tejas del techo de una casa.","morfo azul (morpho didiu nisqa sutiyoq pillpintoq raphrankunaqa qhawarinapaqqa llusk’an, ichaqa raphrankunaqa qhasqan, chay qhasqakunaqa wasi patapi tejakuna hinan churasqa kashan, chaytan ohio universidadmanta estudiaqkuna ninku."
"a su vez, dichas escamas tienen ranuras microscópicas en paralelo que hacen resbalar el polvo y el agua.","chay qhasqankunapitaqmi kan rayachakuna, chaynintan llusk’apun polvopas unupas."
los ingenieros están tratando de imitar esta textura para producir recubrimientos antipolvo e impermeables de alta tecnología que se puedan emplear en equipos médicos e industriales.,ingenierokunan pillpintoq raphrankuna imayna kasqanman hina polvomanta unumanta hark’aq capakunata ruwayta munanku hospitalkunapi fabricakunapi kaq maquinakunapaq.
las alas de la mariposa son un ejemplo más de cómo la ciencia está intentando reproducir el diseño de los seres vivos.,rikusqanchis hina cientificokunaqa animalkunaq imayna kasqankuman hinan kaqllata ruwayta munanku.
"“desde la escala más pequeña hasta la más grande, la naturaleza está repleta de maravillas de ingeniería que han inspirado por siglos a la humanidad ”, señala el investigador bharat bhushan.","bharat bhushan estudiaq runan nin: “imaymana kamasqa kaqkunaqa musphanapaqmi, huch’uyña hatunña kanku chaypas askha watakunan runakunata yanaparqan imaymanata ruwanankupaq ”, nispa."
¿qué le parece?,¿ima ninkin chaymanta?
"¿son las alas de la mariposa producto de la evolución, o fueron diseñadas?","¿kikillanmantachu pillpintoq raphrankuna paqarimurqan, icha kamasqachu karqan?"
"la bondad también es virtud, excelencia moral, la condición de bueno.",sumaq sonqo kayqa tupallantaqmi allin kaqta ruwaywan allin runa kaywanpas.
quizás crea que no hay mejor remedio para sus dificultades que la muerte.,"yaqapaschá nishanki: “kay problemayqa wañuyllawanmi allichakunqa ”, nispa."
"pero sí existe ayuda, y está a su alcance.",ichaqa kanmi yanapaykuna.
la oración.,dioswan rimay.
orar no solo sirve para sentirse mejor; tampoco es el último recurso en una situación desesperada.,diosmanqa mañakunchis manan allinta sientekunanchisraykullachu nitaq manaña imatapas ruwayta atispañachu.
"es el medio para comunicarse con dios, quien se preocupa por usted.","aswanpas chaytaqa ruwanchis dioswan rimananchispaqmi, payqa yanapaytan munawanchis."
él desea que le cuente sus inquietudes.,diosqa munanmi llakikuyninchiskunata willananchista.
"de hecho, la biblia lo invita a arrojar su carga sobre jehová; él lo sostendrá.","biblian nin: “diosman llakipakuyniykikunata saqey, paymi qaqata sayachisunki ”, nispa ."
él quiere que lo vea como un amigo.,payqa munan amigonchista hina rikunanchistan .
"la oración es un recurso que siempre tendrá a la mano, en cualquier momento y en cualquier lugar.","dioswanqa maypipas ima ratopas rimasunmanmi, manan pipas chaytaqa hark’awasunchu."
personas que lo aman.,kanmi qanta munakuq runakuna.
hay muchas personas como sus familiares y amigos que de seguro ya han demostrado su interés en usted.,familiaykikunapas amigoykikunapas rikuchirqasunkikuñachá qanta munakusqasuykikuta.
incluso hay gente que no conoce pero que también se interesa en su bienestar.,mana reqsisqayki runakunapas munakusunkikun.
"por citar un caso, cuando los testigos de jehová van predicando de casa en casa, a veces encuentran a personas que están muy angustiadas.",jehová diospa testigonkunaqa wasin wasinta predicaspan mayninpi tarinku sinchi llakisqa runakunata.
algunas han admitido que estaban desesperadas por recibir ayuda y que habían pensado en quitarse la vida.,"chay runakunan nirqanku mana imata ruwayta atisqankurayku wañuchikuypi piensasqankuta, yanapanata necesitasqankutapas."
esta labor les brinda a los testigos una oportunidad única de prestar dicha ayuda.,jehová diospa testigonkunaqa predicasqankupin chay runakunata yanapanku.
ayuda profesional.,doctorwan yanapachikuy.
"por lo general, los pensamientos suicidas son causados por trastornos emocionales, como la depresión.",runakunaqa llaki onqoywan kasqankuraykun astawanqa wañuchikuypi yuyaykunku.
"si sufre una enfermedad de ese tipo, no tiene por qué avergonzarse, tal como no se avergonzaría por una enfermedad física.","llaki onqoywan kashanki chayqa yanapayta maskhay, imaynan cuerpoykimanta imaykipas nanaqtin doctorman rinki, chay hinatan yanapayta maskhanayki."
"de hecho, a la depresión se le llama “el resfriado de la mente ”: cualquier persona puede padecerla y tiene tratamiento.",chay llaki onqoyqa pitapas hap’inmanmi hinaspapas kanmi chaypaq tratamientokuna.
¿qué circunstancias deben impulsarnos a mostrar bondad?,¿imaynakunapin rikuchisunman sumaq sonqo kasqanchista?
"recuerde: la depresión es como un agujero profundo del que es muy difícil salir solo, pero con el apoyo de alguien de seguro lo logrará.","ama qonqaychu: llaki onqoywan kaspaqa huk t’oqopi hinan tarikushanki, chaymanta lloqsiyqa sasan, ichaqa hukkunaq yanapayninwanqa lloqsinkin chaymanta."
"si los pensamientos suicidas son intensos o no desaparecen, busque ayuda: llame a una línea telefónica para la prevención del suicidio o vaya a la sala de urgencias de un hospital.","sichus nishutapuni wañuchikuypi yuyaykushanki chayqa, hukkunawan yanapachikuy: telefonopin waqyawaq chaykunamanta yachaq runakunata otaq huk hospitalman riwaq emergencias nisqaman."
allí encontrará personal preparado para ofrecerle la asistencia que necesita.,chaypin preparasqa runakunata tarinki yanapanasuykikupaq.
tanto jehová como su hijo son bondadosos.,jehová dioswan jesuswanqa sumaq sonqon kanku.
la biblia reconoce que la vida del hombre es corta y está llena de problemas.,bibliaqa willanmi runaq p’unchayninkuna pisilla kasqanta problemankunataq askha kasqanta .
"aunque todos nos vemos afectados por la adversidad, hay quienes pierden por completo la esperanza; no creen que la situación vaya a mejorar, no ven la luz al final del túnel.","kay tiempopiqa llapanchismi problemayoq kanchis, chaymi wakinqa ninku “chaykunaqa manan hayk’aqpas cambianqachu ” nispa."
¿es así como se siente?,¿qanpas chaytachu ninki?
"pues tenga por seguro que la biblia brinda verdadera esperanza, no solo para usted, sino para la humanidad entera.","bibliaqa willanmi chaykuna cambiananta, chay suyakuyqa llapa runakunapaqmi."
"a veces nos enojamos, y con razón, cuando alguien nos habla de forma hiriente o nos trata con falta de consideración.",mayninpiqa razonwanmi phiñakunchis pipas k’arakta rimapayawaqtinchis otaq mana allinta ruwawaqtinchis.
la biblia enseña que jehová quería una vida mejor para nosotros.,jehová diosqa sumaqta kawsananchistan munarqan .
jehová promete que hará de la tierra un paraíso.,jehová diosmi prometewanchis kay pachata paraisoman tukuchinanta .
"esta promesa se realizará sin falta, pues revelación apocalipsis veintiuno: tres, cuatro dice:","chay prometesqanqa hunt’akunqapunin, apocalipsis iskay chunka jukniyuq: kimsayug, tawayug texton nin:"
"“la tienda de dios está con la humanidad, y él residirá con ellos, y ellos serán sus pueblos.","“kunanqa runakunawanñan diosqa tiyan, paykunawantaqmi tiyanqapas."
"y limpiará toda lágrima de sus ojos, y la muerte no será más, ni existirá ya más lamento ni clamor ni dolor.","paykunan llaqtan kanqaku, kikin diostaqmi paykunawan kashanqa, diosninkutaq kanqapas."
"puede tener la certeza de que jehová lo hará realidad, pues él tiene tanto el deseo como el poder que se necesita.","kayqa manan huk mosqoy hinallachu, jehová diosmi chayta hunt’anqa, payqa munanmi chay ruwayta hinaspapas payqa atiyniyoqmi chayta ruwananpaq."
¿verdad que esa es una razón poderosa por la que merece la pena seguir viviendo?,"bibliaq nisqanqa hunt’akunqapunin, chay yachasqanchismi kallpachawanchis kawsashanallanchispaq."
qué puede hacer: investigue lo que dice la biblia sobre el futuro.,kallpachakuy hamuq tiempomanta bibliaq nisqanta yachanaykipaq.
los testigos de jehová con gusto lo ayudarán.,jehová diospa testigonkunan kusisqa yanapasunkiku chayta yachanaykipaq.
"sigan, pues, buscando primero el reino y la justicia de dios, y todas estas otras cosas les serán añadidas ”.","aswanpas diospa qhapaqsuyunta, chanin kaynintawan ñawpaqtaqa maskhaychis, payqa tukuy chaykunatapas qosunkichismi ”."
cristianos como timoteo y trófimo debieron de preocuparse por la enfermedad que padecían.,timoteopas trofimopas llakikurankuchá onqosqankumanta.
pablo sintió inquietud por sus hermanos en la fe.,pablopas iñiqmasinkunamantan llakikuran.
pero el “oidor de la oración ” siempre está dispuesto a escuchar a quienes lo aman.,‘ mañakusqata uyariqmi ’ ichaqa uyarinqapuni munakuqninkunata .
"según el fondo mundial para la naturaleza, entre mil novecientos noventa y siete y dos mil once se descubrieron muchas especies de plantas y animales en el gran mekong, región que se extiende por camboya, laos, myanmar (antes birmani, tailandia, vietnam y la provincia de yunnan, en china.","fondo mundial para la naturaleza nisqanman hina, waranqa jisq'un pachak jisq'un chunka qanchisniyuq watamanta iskay waranqa chunka jukniyuq watakaman gran mekong nisqa ladopi mana reqsisqa plantakunata animalkunata ima tarirqanku."
"el tráfico de personas se ha convertido en un grave problema “en toda la unión europea ”, comenta el periódico the moscow times.","askha nacionkunapin runakuna kikin runamasinkuta vendeshanku, chaytan willarqan huk periódico."
"los traficantes venden personas para explotación sexual, trabajo forzado y hasta tráfico de órganos.","chay runakunan astawanqa wakchakunata, mana llank’anayoqkunata, huk razamanta kaqkunata vendenku, ¿imapaq?"
"se aprovechan de que son pobres, de que no tienen trabajo o de que sufren discriminación por su género.","prostituta hina llank’anankupaq, sasa llank’anakunapi kanankupaq, cuerponpa partenkunata vendenankupaq ima."
"claro, es posible que algunos no compartan esta opinión.",wakin runakunan ichaqa mana chhaynatachu yuyaykunku.
"sin embargo, quienes razonan así olvidan lo que dijo jesús.",chhaynata yuyaykuqkunaqa manan yuyarinkuchu jesuspa nisqanta.
"casi todos los poblados indígenas del estado se encuentran en las costas o cerca de ríos, y el ochenta y seis% de ellos han sido afectados por las inundaciones y la erosión.","yaqa lliw llaqtachakunan lamar qocha patapi otaq mayu patakunapi kashan, chaymi unuqa wasinkumanraq haykun, hallp’atapas unun mikhupushan."
"los informes indican que el aumento de las temperaturas retrasa la formación de hielo en las costas, por lo que los poblados de esas zonas están más expuestos a las tormentas otoñales.","hinaspapas inti nishuta q’oñirisqanraykun mana ratollachu chhullunkukuna ruwakun, chaymi wasikunataqa manaña imapas hark’anñachu hatun wayrakunamanta."
"mientras esperamos el día de jehová, contamos con el respaldo y el consuelo del “dios de la paz ”.",hatun p‘unchay chayamunankamaqa ‘ thak kayta qoq diosmi ’ yanapawasun sonqochawasuntaq.
"él es “misericordioso y benévolo ”, está“ listo para perdonar ” y “se acuerda de que somos polvo ”.","payqa “khuyapayakuq sumaq sonqo ” diosmi,“ hucha pampachaykuqmi ”, ‘ yuyarikuwanchismi ñut’u hallp’a kasqanchistapas ’ ."
"por consiguiente, ‘ démosle a conocer nuestras peticiones ’ y sentiremos “la paz de dios ”: una tranquilidad que los seres humanos no alcanzamos a comprender.","chhaynaqa tukuy ima necesitasqanchistapas ‘ diosmanta mañakusun ’, hinan “diosqa thak kayta ” qowasun: chay thak kaytaqa manan runakuna entiendeyta atisunmanchu."
"según job cuarenta y dos: cinco, ¿cómo podemos “ver ” a dios?",¿imaynatan diosta ‘ rikusunman ’ job tawa chunka iskayniyuq: phichqa.niyuq textopi nisqan hina?
"cuando dios contesta nuestras oraciones, nos damos cuenta de que él nos cuida.",diospa qhawariwasqanchistan reparanchis mañakusqanchisman hina kutichimusqanpi.
"tras aguantar las pruebas que le sobrevinieron, job declaró: “de oídas he sabido de ti jehová, pero ahora mi propio ojo de veras te ve ”.","jobmi sasachakuykunata atipasqan qhepaman kayta niran: “kunankaman uyarispallaraq reqsirqayki jehová, kunanmi ichaqa ñawiykunawanpuni rikuyki ”, nispa ."
"podemos “ver ” a dios como nunca antes si reflexionamos con entendimiento, fe y gratitud en cómo nos ha cuidado.","qhawariwasqanchismanta allin yachaywan, iñiywan, agradecido kaywan yuyaymanaspan diosta ‘ rikusunman ’."
